image_url;A;B;C;doubleAgreement;tripleAgreement
IMG_01578.png;[(543, 197), (642, 225), (747, 178), (860, 329), (706, 289), (78, 439), (219, 62)];[(711, 295), (46, 450), (656, 226), (735, 174), (550, 193), (217, 60), (286, 207)];[(712, 292), (132, 425), (391, 444), (911, 649), (612, 643), (641, 222), (731, 177), (211, 53), (272, 210)];[(547, 195), (647, 225), (738, 177), (711, 293), (216, 59), (279, 209)];[(647, 225), (738, 177), (710, 292), (216, 59)]
IMG_01579.png;[(710, 256), (483, 472)];[(514, 694), (707, 268), (829, 656)];[(526, 696)];[(709, 262), (520, 695)];[]
IMG_01580.png;[(348, 321), (919, 361), (184, 36), (426, 264), (897, 267)];[(345, 323), (432, 268), (924, 354), (270, 706), (98, 454), (119, 294), (131, 370), (763, 14), (192, 38)];[(359, 326), (921, 257)];[(351, 324), (922, 358), (188, 37), (429, 266), (909, 262)];[(351, 324)]
IMG_01581.png;[(223, 188), (898, 291), (951, 635)];[];[(218, 210)];[(221, 199)];[]
IMG_01582.png;[(426, 39), (412, 158), (577, 148), (874, 380), (961, 376), (603, 519), (312, 563)];[(404, 163), (420, 44)];[(446, 48), (410, 153), (877, 388)];[(431, 44), (409, 158), (876, 384)];[(431, 44), (409, 158)]
IMG_01583.png;[(323, 405), (300, 249), (805, 286), (751, 183), (483, 71), (26, 67)];[(391, 301), (213, 665), (40, 62), (799, 181), (338, 402)];[(321, 416), (801, 297), (924, 260), (751, 186), (106, 69)];[(328, 408), (803, 292), (751, 185), (33, 65)];[(328, 408)]
IMG_01584.png;[(370, 406), (432, 123), (873, 406), (66, 731), (246, 608), (970, 49)];[(614, 397)];[(869, 413), (230, 605), (261, 80)];[(871, 410), (238, 607)];[]
IMG_01585.png;[(645, 249), (256, 41), (874, 293)];[(872, 291), (877, 180), (641, 265), (570, 225), (502, 178)];[(877, 291), (628, 258)];[(639, 258), (875, 292)];[(638, 258), (875, 292)]
IMG_01586.png;[(206, 94), (399, 126), (983, 558), (814, 599), (851, 726), (225, 573), (53, 174), (460, 392)];[(991, 560), (806, 598), (807, 145), (529, 224), (397, 120), (212, 93), (62, 185)];[(455, 405), (64, 184), (218, 585), (802, 600), (973, 567)];[(209, 94), (398, 123), (983, 562), (808, 600), (222, 579), (60, 182), (458, 399)];[(983, 562), (808, 599), (60, 181)]
IMG_01587.png;[(952, 377), (256, 706)];[];[(258, 715), (750, 441), (963, 392)];[(958, 385), (257, 711)];[]
IMG_01588.png;[(651, 359), (778, 283)];[(263, 714), (455, 704), (699, 685), (424, 608), (897, 129), (801, 269), (577, 180)];[(672, 355), (801, 270), (462, 699)];[(662, 357), (795, 274), (459, 702)];[(794, 274)]
IMG_01589.png;[(343, 645), (922, 384)];[(336, 732), (434, 753), (644, 485)];[(721, 479)];[];[]
IMG_01590.png;[(660, 226), (749, 172), (550, 198), (603, 641), (422, 161)];[(607, 641), (208, 682), (999, 674), (707, 294), (736, 175), (483, 108)];[(733, 162), (660, 230), (712, 293)];[(660, 228), (740, 171), (605, 641), (710, 294)];[(740, 170)]
IMG_01591.png;[(534, 693), (693, 259), (231, 606)];[(998, 753), (516, 694), (924, 271), (698, 268)];[(700, 267)];[(525, 694), (698, 265)];[(697, 265)]
IMG_01592.png;[(351, 321), (417, 277), (366, 562), (779, 420), (903, 267)];[(347, 320), (394, 279), (367, 564)];[(342, 312), (370, 558)];[(347, 318), (406, 278), (368, 562)];[(347, 318), (368, 562)]
IMG_01513.png;[(825, 677), (757, 512), (700, 201), (866, 52), (183, 676), (117, 431), (393, 192), (409, 725), (329, 570), (234, 556), (52, 702), (386, 465)];[(329, 575), (189, 681), (116, 428), (106, 468), (386, 462), (391, 190), (337, 78), (877, 48), (708, 196)];[(831, 648), (185, 678), (330, 581), (382, 469), (702, 190), (875, 45), (393, 192), (732, 246), (120, 428)];[(828, 663), (704, 196), (873, 49), (186, 679), (118, 430), (393, 192), (330, 576), (386, 466)];[(704, 196), (873, 49), (186, 679), (118, 429), (393, 192), (330, 576), (385, 466)]
IMG_01515.png;[(376, 194), (924, 639), (968, 750), (881, 253), (800, 214), (755, 61), (511, 179), (345, 669), (259, 723)];[(334, 578), (259, 727), (926, 642), (969, 754), (811, 211), (753, 59), (285, 162)];[(289, 160), (262, 261), (61, 382), (390, 169), (332, 582), (929, 617), (81, 537), (451, 198), (771, 170), (809, 216)];[(383, 182), (927, 633), (969, 752), (807, 215), (754, 60), (259, 725), (333, 580), (287, 161)];[(927, 633), (807, 214)]
IMG_01516.png;[(439, 335), (847, 547), (610, 64), (541, 200), (209, 239)];[(846, 541), (650, 40), (401, 273)];[(850, 541), (446, 329), (401, 272), (536, 200), (613, 66), (761, 435), (485, 503)];[(443, 332), (848, 544), (612, 65), (539, 200), (401, 273)];[(848, 543)]
IMG_01518.png;[(124, 332), (916, 303)];[];[];[];[]
IMG_01519.png;[(900, 721), (634, 505), (710, 293)];[(905, 718), (585, 331)];[(254, 127), (633, 514), (927, 726), (719, 300)];[(911, 722), (634, 510), (715, 297)];[(911, 722)]
IMG_01520.png;[(697, 596), (439, 93)];[(839, 178), (550, 612), (78, 530)];[(184, 542), (449, 96), (842, 175)];[(444, 95), (841, 177)];[]
IMG_01521.png;[(846, 346), (662, 132), (553, 64), (168, 261), (94, 719), (196, 467)];[(852, 344), (500, 751), (346, 637), (563, 642), (643, 134)];[(860, 342), (648, 126), (526, 254)];[(853, 345), (652, 131)];[(853, 344), (651, 131)]
IMG_01522.png;[(902, 179), (405, 118), (743, 718), (743, 472)];[(658, 493), (189, 580), (876, 666), (888, 186)];[(109, 522), (521, 640), (752, 475), (743, 701)];[(895, 183), (743, 710), (748, 474)];[]
IMG_01523.png;[(147, 346), (189, 446), (302, 561), (48, 532), (613, 164), (787, 379)];[(833, 531), (293, 564), (199, 452), (148, 365), (614, 171)];[(317, 567), (195, 449), (138, 346), (62, 537)];[(145, 353), (195, 450), (305, 565), (55, 535), (614, 168)];[(145, 353), (195, 449), (304, 564)]
IMG_01524.png;[(951, 352), (527, 720), (261, 575), (373, 412), (460, 377), (504, 440), (105, 619), (235, 692)];[(526, 728), (260, 579), (107, 621), (18, 186)];[(255, 580), (224, 694), (505, 424), (411, 319), (951, 344)];[(951, 348), (527, 724), (260, 579), (505, 432), (106, 620), (230, 693)];[(259, 578)]
IMG_01525.png;[(567, 421), (852, 649), (972, 681), (656, 238), (46, 706), (413, 728)];[(979, 683), (323, 576), (879, 46)];[(824, 670), (180, 680), (892, 40), (663, 221)];[(976, 682), (660, 230), (886, 43)];[]
IMG_01527.png;[(375, 204), (885, 257), (132, 63), (54, 553)];[(964, 753), (807, 219)];[(934, 636), (49, 552)];[(52, 553)];[]
IMG_01528.png;[(461, 282), (443, 341), (861, 544), (748, 433)];[(752, 437), (846, 546)];[(861, 543), (444, 350), (285, 600)];[(444, 346), (857, 545), (750, 435)];[(856, 545)]
IMG_01529.png;[(992, 403), (195, 330), (85, 101), (522, 241), (509, 707)];[(456, 669), (726, 722), (1003, 397)];[(522, 243), (571, 178), (323, 138)];[(998, 400), (522, 242)];[]
IMG_01530.png;[(419, 189), (904, 159), (81, 500)];[(85, 503), (20, 355)];[(869, 566), (88, 507), (140, 219), (438, 190), (545, 150), (227, 469), (553, 236)];[(429, 190), (85, 504)];[(85, 504)]
IMG_01531.png;[(660, 146), (330, 464), (736, 658), (783, 200), (975, 160), (64, 394), (232, 327)];[(76, 395), (332, 616), (791, 659), (1012, 691), (976, 163)];[(655, 159), (792, 200), (791, 655), (740, 677), (330, 462), (232, 323), (64, 520), (75, 396)];[(658, 153), (330, 463), (738, 668), (788, 200), (976, 162), (73, 396), (232, 325), (791, 657)];[(72, 395)]
IMG_01532.png;[(68, 709), (329, 480)];[(69, 709), (114, 686), (452, 415), (359, 324), (266, 392), (720, 528)];[(872, 394), (332, 490), (453, 419), (630, 349), (291, 649), (61, 697), (710, 535), (755, 580), (570, 475)];[(67, 706), (331, 485), (453, 417), (715, 532)];[(66, 705)]
IMG_01533.png;[(704, 383), (485, 139), (465, 597), (235, 254), (434, 364), (873, 177)];[(690, 394)];[(711, 377), (455, 145), (511, 71), (190, 379), (333, 340), (154, 137)];[(702, 385)];[(702, 385)]
IMG_01535.png;[(87, 435), (169, 539), (709, 237), (801, 144), (853, 389)];[];[(179, 536), (159, 409), (643, 74), (192, 143)];[(174, 538)];[]
IMG_01536.png;[(173, 331), (580, 591), (401, 633), (954, 490), (775, 466), (473, 154)];[(474, 469), (930, 535), (203, 254)];[(770, 469), (767, 382), (835, 316), (482, 140), (477, 458), (575, 591)];[(578, 591), (773, 468), (478, 147), (476, 464)];[]
IMG_01537.png;[(715, 38), (476, 480), (580, 346), (537, 408), (297, 734)];[(573, 353), (538, 408), (603, 451), (483, 481)];[(539, 418), (577, 364), (418, 665), (759, 168), (887, 416), (421, 543), (353, 198), (606, 162)];[(480, 481), (577, 355), (539, 412)];[(577, 355), (538, 412)]
IMG_01538.png;[(785, 239), (395, 58), (264, 117), (89, 623)];[(603, 199), (778, 246), (507, 496), (252, 170)];[(782, 237), (80, 626), (614, 193), (251, 171), (260, 116)];[(782, 241), (262, 117), (85, 625), (609, 196), (252, 171)];[(782, 241)]
IMG_01539.png;[(171, 253)];[];[(194, 245), (566, 46), (941, 590), (953, 423)];[(183, 249)];[]
IMG_01541.png;[(167, 320), (173, 269), (363, 111), (786, 455)];[];[(188, 272)];[(181, 271)];[]
IMG_01542.png;[(538, 229), (420, 182), (506, 692), (717, 337), (231, 102)];[(520, 232), (534, 91)];[(229, 483), (529, 231), (863, 562), (107, 210)];[(530, 231)];[(529, 231)]
IMG_01543.png;[(332, 479), (624, 145), (720, 652), (566, 281)];[(794, 659), (644, 145)];[(565, 280), (649, 146), (878, 660), (800, 659), (792, 192), (756, 534), (333, 459), (336, 619)];[(333, 469), (639, 146), (566, 281), (797, 659)];[(639, 146)]
IMG_01544.png;[(337, 487), (45, 703), (674, 82), (741, 513), (266, 391)];[(400, 535), (54, 708), (875, 393), (681, 92)];[(286, 653), (631, 351), (744, 215), (261, 389), (57, 692)];[(53, 702), (678, 87), (264, 390)];[(52, 701)]
IMG_01681.png;[(684, 122), (437, 47), (597, 305), (663, 446), (703, 490), (841, 376), (923, 637), (525, 244), (402, 110), (491, 102), (493, 693), (409, 698)];[(655, 459), (616, 520), (686, 503), (672, 121), (437, 41)];[(660, 146), (660, 465), (712, 491), (951, 645), (680, 584), (447, 28)];[(672, 128), (441, 39), (660, 457), (701, 495), (937, 641)];[(441, 39), (660, 457), (701, 495)]
IMG_01683.png;[(813, 442), (726, 133), (460, 641), (362, 661), (598, 688), (703, 527), (942, 579), (804, 711), (716, 314), (581, 151)];[(809, 444), (471, 657), (617, 675)];[(819, 447), (738, 164), (599, 700), (480, 660), (947, 570), (944, 440), (861, 159), (758, 99)];[(814, 445), (471, 653), (603, 688), (945, 575)];[(814, 445), (471, 653)]
IMG_01685.png;[(772, 671), (232, 734), (118, 741), (894, 88), (749, 52), (358, 97), (45, 332), (428, 463)];[(618, 727), (236, 732), (127, 730), (249, 15), (622, 671)];[(417, 473), (760, 688), (749, 555), (844, 456), (889, 459), (892, 89)];[(766, 680), (234, 733), (123, 736), (893, 89), (423, 468)];[]
IMG_01686.png;[(88, 294), (31, 387), (270, 701), (377, 91), (596, 288), (857, 109), (958, 362), (998, 285)];[(89, 281), (174, 213), (383, 63), (251, 75), (803, 23), (656, 337), (69, 447), (14, 385), (964, 368), (718, 243)];[(586, 290), (76, 300), (184, 207), (33, 395), (256, 718), (833, 231), (795, 18), (969, 361), (208, 404)];[(85, 292), (27, 390), (263, 710), (380, 77), (591, 289), (964, 364), (179, 210), (799, 21)];[(85, 292), (26, 389), (964, 364)]
IMG_01688.png;[(566, 695), (319, 515), (174, 564), (435, 144), (638, 210), (751, 170), (953, 459), (958, 545), (913, 334), (431, 287), (338, 214), (295, 674), (131, 684), (743, 546), (714, 628), (785, 396), (449, 474), (251, 430)];[(440, 146), (323, 203), (333, 105), (654, 216), (421, 287), (314, 517), (149, 573), (375, 726), (278, 680), (710, 625), (879, 312), (939, 336)];[(328, 518), (436, 150), (552, 702), (303, 687), (148, 685), (150, 562), (315, 182), (394, 48), (310, 84), (436, 293), (652, 204), (880, 321), (436, 462)];[(559, 699), (321, 517), (159, 567), (438, 147), (649, 211), (926, 335), (430, 290), (325, 201), (293, 681), (140, 685), (712, 627), (443, 468), (880, 317)];[(321, 517), (158, 567), (437, 147), (648, 210), (430, 289), (292, 681)]
IMG_01689.png;[(368, 452), (262, 559), (140, 445), (150, 377), (56, 299), (149, 213), (32, 224), (432, 51), (631, 245), (476, 478), (880, 451), (896, 331)];[(421, 201), (375, 436), (258, 571), (150, 367), (304, 121), (230, 133), (144, 193), (801, 212), (781, 320), (546, 378)];[(730, 182), (620, 245), (453, 264), (383, 453), (155, 351), (148, 215), (297, 132), (438, 66), (791, 315), (537, 379), (255, 571)];[(376, 448), (259, 568), (152, 366), (148, 208), (435, 59), (626, 245), (301, 127), (786, 318), (542, 379)];[(376, 447), (259, 567), (152, 365), (147, 207)]
IMG_01691.png;[(278, 400), (104, 308), (259, 281), (357, 240), (580, 65), (725, 149), (861, 264), (152, 169), (310, 650), (590, 730)];[(258, 411), (99, 327), (255, 276), (159, 156), (573, 56), (570, 142), (406, 80), (845, 45), (304, 660), (868, 327)];[(267, 394), (344, 246), (253, 283), (147, 155), (545, 79), (419, 610), (130, 479), (864, 348)];[(268, 402), (102, 318), (256, 281), (351, 243), (577, 61), (153, 161), (307, 655), (866, 338)];[(268, 402), (256, 280), (153, 160)]
IMG_01692.png;[(155, 425), (301, 147), (689, 342), (821, 377), (536, 376), (527, 613), (427, 684)];[(688, 348), (813, 391), (533, 407), (738, 31), (334, 153), (521, 618), (419, 725), (358, 427), (208, 408), (360, 267)];[(662, 358), (530, 337), (350, 435), (358, 273), (520, 627), (425, 665), (143, 434)];[(149, 430), (683, 350), (817, 384), (523, 620), (426, 675), (354, 431), (359, 270)];[(523, 620)]
IMG_01693.png;[(670, 130), (952, 265), (648, 452), (434, 47), (324, 118), (577, 224), (527, 285), (181, 689), (484, 692), (374, 696), (835, 370)];[(998, 236), (663, 120), (569, 210), (594, 321), (664, 455), (529, 262), (443, 47), (395, 113), (230, 691)];[(667, 127), (648, 448), (830, 391), (670, 587), (782, 667), (928, 637), (441, 38)];[(667, 126), (654, 452), (440, 45), (573, 217), (528, 274), (833, 381)];[(667, 126), (654, 452), (440, 44)]
IMG_01694.png;[(923, 172), (288, 372), (410, 575)];[(270, 140), (533, 30), (918, 182), (806, 57), (288, 381), (323, 470), (389, 550), (231, 526), (561, 557), (630, 530), (478, 522), (841, 683), (9, 231), (4, 126)];[(758, 219), (298, 377), (128, 109), (234, 532), (778, 615), (635, 542), (848, 698)];[(921, 177), (292, 377), (233, 529), (633, 536), (845, 691)];[(292, 377)]
IMG_01695.png;[(495, 655), (415, 644), (707, 532), (666, 249), (566, 128), (877, 663)];[(648, 221), (478, 666), (334, 670), (809, 441), (575, 136), (719, 533), (748, 326), (944, 436), (505, 18)];[(720, 533), (616, 665), (470, 652), (698, 100), (710, 291), (817, 448), (947, 439)];[(482, 658), (716, 533), (571, 132), (813, 445), (946, 438)];[(481, 658), (716, 533)]
IMG_01696.png;[(681, 499), (875, 199), (989, 172), (569, 104), (427, 522), (910, 478), (880, 607), (566, 730)];[(359, 500), (73, 547), (163, 643), (536, 272), (566, 218), (714, 312), (986, 128), (558, 732), (465, 760), (701, 493), (915, 510), (895, 726)];[(361, 261), (554, 272), (576, 209), (81, 550), (697, 503), (368, 512), (161, 650), (58, 460), (138, 239), (717, 310), (891, 169), (570, 100)];[(694, 499), (570, 102), (562, 731), (364, 506), (77, 549), (162, 647), (545, 272), (571, 214), (716, 311)];[(693, 499)]
IMG_01697.png;[(269, 106), (201, 175), (62, 87), (306, 683), (176, 704), (94, 588), (54, 546), (68, 369), (446, 272), (793, 436), (749, 690), (590, 576), (527, 671), (401, 544), (530, 121), (326, 416), (211, 248)];[(258, 105), (168, 190), (41, 111), (290, 681), (44, 555), (174, 698), (74, 630), (561, 571), (683, 627), (750, 696), (438, 263)];[(450, 272), (515, 360), (175, 512), (300, 666), (543, 653), (566, 574), (542, 121)];[(264, 106), (300, 677), (175, 701), (49, 551), (445, 270), (750, 693), (573, 575), (535, 662), (536, 121)];[(299, 677), (445, 269), (573, 574)]
IMG_01698.png;[(451, 225), (566, 454), (630, 648), (295, 501), (404, 36), (590, 73), (850, 45)];[(571, 450), (793, 51), (643, 241), (465, 221), (385, 755), (270, 508), (64, 658)];[(462, 230), (559, 456), (296, 511), (65, 658), (600, 614), (788, 55), (901, 41), (401, 55), (561, 63), (311, 109), (337, 323)];[(460, 226), (566, 454), (288, 507), (403, 46), (791, 53), (65, 658)];[(460, 226), (566, 454), (287, 507)]
IMG_01699.png;[(281, 203), (986, 441), (660, 525), (396, 479), (40, 267), (148, 217), (177, 317), (583, 48), (718, 260), (571, 316), (795, 446), (879, 649), (69, 542), (238, 541)];[(584, 47), (799, 467), (1009, 390), (931, 392), (49, 288), (269, 22), (108, 21), (423, 390), (390, 481), (878, 658), (656, 525), (709, 277), (569, 316), (369, 265)];[(714, 256), (381, 490), (664, 517), (886, 654), (374, 265), (47, 271), (587, 52)];[(661, 523), (390, 484), (46, 276), (585, 50), (714, 265), (570, 316), (797, 457), (882, 654), (372, 265)];[(660, 523), (389, 484), (46, 276), (585, 49), (714, 265), (881, 654)]
IMG_01700.png;[(695, 195), (807, 245), (937, 404), (782, 426), (864, 614), (748, 572), (626, 582), (564, 444), (495, 666), (282, 625), (277, 478), (187, 327), (444, 276), (619, 118), (314, 116), (97, 506), (564, 220)];[(294, 628), (468, 671), (614, 743), (419, 746), (593, 588), (561, 468), (790, 406), (839, 608), (935, 402), (799, 237), (698, 197), (605, 278), (440, 276), (198, 328), (36, 332), (276, 475), (318, 395), (379, 456), (496, 570), (415, 523), (291, 566), (86, 506), (749, 587), (1005, 121)];[(797, 224), (929, 410), (796, 410), (843, 610), (611, 597), (662, 531), (586, 652), (481, 666), (486, 570), (423, 532), (255, 462), (288, 566), (277, 618), (84, 502), (314, 397), (570, 453), (655, 275), (600, 109), (204, 331)];[(697, 196), (802, 236), (934, 406), (790, 415), (849, 611), (749, 580), (611, 592), (566, 456), (482, 668), (285, 624), (271, 473), (197, 329), (442, 276), (610, 114), (90, 506), (316, 396), (491, 570), (419, 528), (290, 566)];[(801, 236), (934, 406), (790, 414), (849, 611), (565, 455), (482, 668), (285, 624), (270, 472), (197, 329), (89, 505)]
IMG_01701.png;[(415, 297), (693, 217), (557, 341), (796, 672), (187, 654), (29, 247), (98, 106), (372, 173), (358, 77), (430, 533), (226, 606), (648, 149), (517, 700), (174, 300), (147, 503)];[(448, 373), (560, 362), (661, 242), (798, 671), (111, 98)];[(552, 346), (409, 300), (443, 381), (418, 521), (418, 678), (247, 216), (700, 221), (123, 120)];[(412, 299), (697, 219), (557, 351), (797, 672), (112, 109), (424, 527), (446, 377)];[(557, 350), (111, 108)]
IMG_01702.png;[(593, 344), (368, 552), (599, 508), (593, 567), (656, 510), (885, 663), (746, 673), (830, 521), (926, 586), (790, 374), (794, 37), (516, 28)];[(384, 557), (666, 523), (870, 661), (849, 510), (771, 35), (525, 27), (998, 526)];[(594, 360), (875, 520), (920, 583), (646, 510), (766, 690), (891, 670), (395, 544), (403, 673), (597, 158)];[(594, 352), (383, 552), (656, 515), (883, 665), (756, 682), (851, 515), (923, 585), (783, 36), (521, 28)];[(383, 551), (656, 515), (882, 665)]
IMG_01703.png;[(810, 253), (242, 621), (539, 338), (982, 156), (884, 415), (937, 465), (693, 377), (634, 405), (564, 463), (447, 430), (821, 648), (891, 569), (968, 619), (985, 545), (463, 638)];[(796, 266), (701, 373), (530, 336), (975, 318), (993, 172), (938, 470), (445, 665)];[(806, 269), (716, 362), (530, 335), (951, 465), (851, 423), (717, 131), (549, 459), (443, 659)];[(805, 263), (533, 337), (988, 164), (943, 467), (704, 372), (557, 461), (449, 656)];[(804, 263), (533, 337), (942, 467), (704, 371)]
IMG_01704.png;[(144, 406), (287, 627), (159, 640), (281, 159), (425, 83), (517, 285), (633, 141), (893, 317), (803, 612), (752, 533), (542, 611), (499, 733), (367, 318), (558, 419), (654, 382), (971, 284), (158, 248), (327, 502)];[(146, 391), (269, 171), (801, 603), (300, 618), (429, 93)];[(483, 293), (608, 152), (366, 299), (276, 161), (845, 519), (801, 605), (289, 654), (118, 355)];[(145, 399), (291, 631), (276, 165), (427, 88), (621, 147), (802, 607), (367, 309)];[(276, 164), (802, 607)]
IMG_01705.png;[(41, 303), (35, 649), (32, 499), (451, 370), (406, 190), (804, 190), (797, 298), (658, 359), (570, 392), (572, 496), (613, 607), (633, 673), (551, 720), (915, 498), (980, 325), (390, 519), (221, 715), (160, 161)];[(448, 367), (34, 321), (389, 536), (40, 641), (930, 495), (804, 200)];[(803, 214), (447, 366), (663, 365), (35, 481), (381, 498), (408, 200), (932, 496), (938, 486), (31, 634)];[(38, 312), (36, 642), (34, 490), (449, 368), (407, 195), (804, 202), (661, 362), (929, 495), (388, 519)];[(36, 642), (449, 368), (804, 202), (926, 497), (928, 493)]
